UID,大类,小类,关注视频log2归一化
,1,47,0
,13,51,0
,3,59,0
,4,65,0
,5,71,0.230899473
,217,75,0
,211,76,0
,23,83,0
,181,85,0.182983503
,1,86,0
,188,95,0
,119,119,0
,4,121,0
,36,122,1
,36,124,0.702795982
,119,126,0
,119,127,0
,129,129,0
,3,130,0
,4,136,0
,5,137,0
,160,138,0.268065987
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.115449737
,155,155,0
,129,156,0
,155,157,0
,155,158,0.115449737
,155,159,0
,160,160,0
,160,161,0
,160,162,0
,234,164,0
,167,167,0
,167,168,0
,167,169,0
,167,170,0
,4,171,0
,4,172,0
,4,173,0
,223,176,0
,177,177,0
,177,178,0
,177,179,0
,177,180,0
,181,181,0
,181,182,0
,181,183,0
,181,184,0
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0
,3,194,0
,167,195,0
,129,198,0
,129,199,0
,129,200,0
,36,201,0.324108386
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0
,36,208,0.413882976
,36,209,0.182983503
,1,210,0
,211,211,0
,211,212,0.115449737
,211,213,0
,211,214,0
,211,215,0
,119,216,0
,217,217,0
,217,218,0
,217,219,0.115449737
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.115449737
,36,229,0
,188,230,0
,188,231,0.542664527
,188,232,0
,188,233,0
,234,234,0
,234,235,0
,234,236,0
,234,237,0
,234,238,0
,160,239,0.115449737
,1,1,0.007146299
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.623046802
,4,19,0.082016262
,129,20,0.022653232
,160,21,1
,119,22,0.123460354
,23,23,0
,1,24,0.167717446
,1,25,0.021438898
,119,26,0
,1,27,0.584423585
,3,28,0.098456388
,3,29,0.116547826
,3,30,0.018472915
,3,31,0.250379698
,13,32,0
,13,33,0
,36,36,0
,177,37,0.007146299
,1,47,0.18079988
,13,51,0
,3,59,0.06486564
,4,65,0.879587936
,5,71,0.100972084
,217,75,0.09842108
,211,76,0.191348979
,23,83,0.09445082
,181,85,0.06849701
,1,86,0
,188,95,0.102712794
,119,119,0
,4,121,0.028585197
,36,122,0.048272447
,36,124,0.069420905
,119,126,0.014292598
,119,127,0
,129,129,0
,3,130,0.128378554
,4,136,0.027919809
,5,137,0.095003232
,160,138,0.567929086
,23,145,0.196433205
,23,146,0.132767979
,23,147,0.177447229
,13,152,0
,167,153,0
,129,154,0.047058112
,155,155,0
,129,156,0.007146299
,155,157,0.014292598
,155,158,0.167619173
,155,159,0.029799532
,160,160,0
,160,161,0.052579268
,160,162,0.03750326
,234,164,0.095519737
,167,167,0
,167,168,0.098323355
,167,169,0
,167,170,0.007146299
,4,171,0.550826929
,4,172,0.522955911
,4,173,0.245092167
,223,176,0.057170393
,177,177,0
,177,178,0
,177,179,0
,177,180,0.033979849
,181,181,0
,181,182,0.260658888
,181,183,0.113010011
,181,184,0.028585197
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.032765514
,3,194,0
,167,195,0.027208497
,129,198,0.007146299
,129,199,0
,129,200,0.018472915
,36,201,0.052324689
,202,202,0
,202,203,0.011326616
,202,204,0
,202,205,0.011326616
,202,206,0.016593193
,36,207,0.014292598
,36,208,0.048647395
,36,209,0.018472915
,1,210,0.028585197
,211,211,0
,211,212,0.138765783
,211,213,0.170028945
,211,214,0.094728617
,211,215,0.070797604
,119,216,0
,217,217,0
,217,218,0.113675399
,217,219,0.103474134
,217,220,0
,217,221,0.164744771
,217,222,0
,223,223,0
,223,224,0.018472915
,223,225,0.018472915
,223,226,0.007146299
,223,227,0
,36,228,0.113157867
,36,229,0
,188,230,0
,188,231,0
,188,232,0
,188,233,0.011326616
,234,234,0
,234,235,0.263224275
,234,236,0.021438898
,234,237,0.115911354
,234,238,0.095330559
,160,239,0.184827679
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.221524908
,4,19,0
,129,20,0.003589483
,160,21,1
,119,22,0.039393931
,23,23,0
,1,24,0.004289387
,1,25,0
,119,26,0.002778174
,1,27,0.091131446
,3,28,0.027904134
,3,29,0.092695777
,3,30,0
,3,31,0.077839204
,13,32,0.001196494
,13,33,0
,36,36,0
,177,37,0.031350046
,1,47,0.048135502
,13,51,0.004674573
,3,59,0.023609427
,4,65,0.138440696
,5,71,0.159085052
,217,75,0.059800052
,211,76,0.258445214
,23,83,0
,181,85,0.086509885
,1,86,0.014561247
,188,95,0.130467773
,119,119,0
,4,121,0.001196494
,36,122,0.100515185
,36,124,0.203891641
,119,126,0.012094792
,119,127,0
,129,129,0
,3,130,0.129191497
,4,136,0.00837546
,5,137,0.214401303
,160,138,0.332580915
,23,145,0
,23,146,0
,23,147,0
,13,152,0.003589483
,167,153,0.002392989
,129,154,0.02503642
,155,155,0
,129,156,0.001896399
,155,157,0.745787836
,155,158,0.454456205
,155,159,0.155297652
,160,160,0
,160,161,0.055729318
,160,162,0.032082538
,234,164,0.126980178
,167,167,0
,167,168,0.01814773
,167,169,0
,167,170,0
,4,171,0.354623184
,4,172,0.103642818
,4,173,0.148847359
,223,176,0.021691585
,177,177,0
,177,178,0.027598194
,177,179,0.01341787
,177,180,0.050175813
,181,181,0
,181,182,0.147253207
,181,183,0.159039929
,181,184,0.120675125
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.118621611
,3,194,0
,167,195,0.003589483
,129,198,0.004989292
,129,199,0.051746824
,129,200,0
,36,201,0.140473802
,202,202,0
,202,203,0.002778174
,202,204,0
,202,205,0.003092893
,202,206,0.001196494
,36,207,0.019688706
,36,208,0.101618552
,36,209,0.021740213
,1,210,0.010475173
,211,211,0
,211,212,0.156093092
,211,213,0.25529017
,211,214,0.014246527
,211,215,0.068980066
,119,216,0.003589483
,217,217,0
,217,218,0.092832411
,217,219,0.074219686
,217,220,0.010020687
,217,221,0.046664806
,217,222,0.007178966
,223,223,0
,223,224,0
,223,225,0.002392989
,223,226,0.003092893
,223,227,0
,36,228,0.103168078
,36,229,0.003358984
,188,230,0.012553443
,188,231,0.01211963
,188,232,0.01842451
,188,233,0.008082185
,234,234,0
,234,235,0.036110323
,234,236,0.031718796
,234,237,0.021713028
,234,238,0.056861275
,160,239,0.313940692
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.158192577
,4,19,0
,129,20,0.034211465
,160,21,1
,119,22,0.034211465
,23,23,0
,1,24,0
,1,25,0.034211465
,119,26,0
,1,27,0.15235889
,3,28,0.395505234
,3,29,0.166864499
,3,30,0.095534876
,3,31,0.274617067
,13,32,0.017105733
,13,33,0
,36,36,0
,177,37,0.092239541
,1,47,0.068422931
,13,51,0
,3,59,0.129746341
,4,65,0.034211465
,5,71,0.693099151
,217,75,0.241603444
,211,76,0.017105733
,23,83,0
,181,85,0.261748193
,1,86,0
,188,95,0
,119,119,0
,4,121,0
,36,122,0.083935959
,36,124,0.200262956
,119,126,0.083935959
,119,127,0
,129,129,0
,3,130,0.324175612
,4,136,0
,5,137,0.612116374
,160,138,0.36045794
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.085528664
,155,155,0
,129,156,0
,155,157,0.247552953
,155,158,0.164903453
,155,159,0.017105733
,160,160,0
,160,161,0.06132341
,160,162,0.068422931
,234,164,0
,167,167,0
,167,168,0.017105733
,167,169,0
,167,170,0
,4,171,0.371642085
,4,172,0.105541088
,4,173,0.102634396
,223,176,0.034211465
,177,177,0
,177,178,0
,177,179,0.017105733
,177,180,0
,181,181,0
,181,182,0.156858286
,181,183,0.570671401
,181,184,0.61288476
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.401642694
,3,194,0
,167,195,0
,129,198,0
,129,199,0
,129,200,0
,36,201,0.099339061
,202,202,0
,202,203,0.415395614
,202,204,0.089769646
,202,205,0.373670537
,202,206,0.286807304
,36,207,0
,36,208,0.167761992
,36,209,0
,1,210,0
,211,211,0
,211,212,0.051317198
,211,213,0.078429143
,211,214,0
,211,215,0.051317198
,119,216,0
,217,217,0
,217,218,0.220157019
,217,219,0.056824014
,217,220,0.056824014
,217,221,0.147611468
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.214191151
,36,229,0.017105733
,188,230,0
,188,231,0
,188,232,0.017105733
,188,233,0
,234,234,0
,234,235,0.034211465
,234,236,0
,234,237,0
,234,238,0.034211465
,160,239,0.23662172
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.246938148
,4,19,0
,129,20,0.019194266
,160,21,1
,119,22,0.005077915
,23,23,0
,1,24,0.001692638
,1,25,0.001692638
,119,26,0.001692638
,1,27,0.046210414
,3,28,0.099397744
,3,29,0.064934222
,3,30,0.001692638
,3,31,0.183889833
,13,32,0
,13,33,0
,36,36,0
,177,37,0.027054636
,1,47,0.025074376
,13,51,0
,3,59,0.096785149
,4,65,0.054225064
,5,71,0.0861696
,217,75,0.120620683
,211,76,0.172100215
,23,83,0
,181,85,0.108445302
,1,86,0
,188,95,0.060786491
,119,119,0
,4,121,0.003385277
,36,122,0.063957046
,36,124,0.134138169
,119,126,0
,119,127,0
,129,129,0
,3,130,0.139254301
,4,136,0.007760684
,5,137,0.150006874
,160,138,0.489511489
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0.001692638
,129,154,0.178618748
,155,155,0
,129,156,0.120428429
,155,157,0.433110148
,155,158,0.295676388
,155,159,0.098703082
,160,160,0
,160,161,0.064768202
,160,162,0.072214229
,234,164,0.160657457
,167,167,0
,167,168,0.004375407
,167,169,0
,167,170,0.003385277
,4,171,0.036540303
,4,172,0.088881796
,4,173,0.124143706
,223,176,0.048198827
,177,177,0
,177,178,0.027914745
,177,179,0.007058175
,177,180,0.047864595
,181,181,0
,181,182,0.071628913
,181,183,0.080182027
,181,184,0.033416325
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.071619577
,3,194,0
,167,195,0
,129,198,0.281326339
,129,199,0.104827647
,129,200,0.006770554
,36,201,0.105714183
,202,202,0
,202,203,0
,202,204,0
,202,205,0.011848469
,202,206,0.003385277
,36,207,0.017313692
,36,208,0.065503095
,36,209,0.022253465
,1,210,0.024529468
,211,211,0
,211,212,0.139443139
,211,213,0.149753333
,211,214,0.001692638
,211,215,0.064330543
,119,216,0
,217,217,0
,217,218,0.180502205
,217,219,0.217126312
,217,220,0
,217,221,0.069205683
,217,222,0.011690869
,223,223,0
,223,224,0.004375407
,223,225,0
,223,226,0
,223,227,0.001692638
,36,228,0.075013056
,36,229,0.014531238
,188,230,0.007760684
,188,231,0.008611235
,188,232,0.007760684
,188,233,0.024262624
,234,234,0
,234,235,0.02733138
,234,236,0.04772449
,234,237,0.011848469
,234,238,0.066612925
,160,239,0.296128714
,1,1,0
,3,3,0
,4,4,0
,5,5,0.001486241
,11,11,0
,13,13,0
,4,17,0.093368436
,4,19,0
,129,20,0.022016847
,160,21,1
,119,22,0.005944963
,23,23,0
,1,24,0.031912435
,1,25,0.002355636
,119,26,0
,1,27,0.086855633
,3,28,0.081306918
,3,29,0.059558087
,3,30,0.001486241
,3,31,0.240233261
,13,32,0
,13,33,0
,36,36,0
,177,37,0.004937185
,1,47,0.054633363
,13,51,0.007144887
,3,59,0.10041842
,4,65,0.054935795
,5,71,0.106069971
,217,75,0.112733119
,211,76,0.283875338
,23,83,0
,181,85,0.12856452
,1,86,0.006814359
,188,95,0.053103414
,119,119,0
,4,121,0.007144887
,36,122,0.031146762
,36,124,0.057506806
,119,126,0.004458723
,119,127,0
,129,129,0
,3,130,0.074183581
,4,136,0.005328118
,5,137,0.127720037
,160,138,0.49741313
,23,145,0
,23,146,0
,23,147,0
,13,152,0.004937185
,167,153,0.006814359
,129,154,0.076867834
,155,155,0
,129,156,0.025449848
,155,157,0.827704108
,155,158,0.388909411
,155,159,0.040016757
,160,160,0
,160,161,0.052179328
,160,162,0.055979245
,234,164,0.151729585
,167,167,0
,167,168,0.033443612
,167,169,0
,167,170,0.018670518
,4,171,0.043142749
,4,172,0.064257464
,4,173,0.072881985
,223,176,0.02787428
,177,177,0
,177,178,0.001486241
,177,179,0
,177,180,0.00978684
,181,181,0
,181,182,0.106317569
,181,183,0.115445963
,181,184,0.02530757
,11,185,0.010420372
,11,187,0
,188,188,0
,155,192,0
,3,193,0.036367025
,3,194,0
,167,195,0.032001951
,129,198,0.039825105
,129,199,0.096983547
,129,200,0.025229134
,36,201,0.039567023
,202,202,0
,202,203,0
,202,204,0
,202,205,0.00978684
,202,206,0.001486241
,36,207,0.01236839
,36,208,0.062363801
,36,209,0.008014282
,1,210,0.017218045
,211,211,0
,211,212,0.144400785
,211,213,0.196169887
,211,214,0.024555078
,211,215,0.044343704
,119,216,0.002972482
,217,217,0
,217,218,0.256686801
,217,219,0.0536726
,217,220,0.035789849
,217,221,0.059403345
,217,222,0
,223,223,0
,223,224,0.001486241
,223,225,0
,223,226,0.001486241
,223,227,0.001486241
,36,228,0.039048322
,36,229,0.004711272
,188,230,0.004458723
,188,231,0
,188,232,0.005944963
,188,233,0.016128313
,234,234,0
,234,235,0.028683272
,234,236,0.038393897
,234,237,0.011889927
,234,238,0.03274267
,160,239,0.253183299
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.115329785
,4,19,0
,129,20,0.028134605
,160,21,1
,119,22,0
,23,23,0
,1,24,0
,1,25,0.006747029
,119,26,0
,1,27,0.013494058
,3,28,0.241099525
,3,29,0.566132843
,3,30,0
,3,31,0.163747707
,13,32,0
,13,33,0
,36,36,0
,177,37,0.148267361
,1,47,0.096301782
,13,51,0
,3,59,0.033106933
,4,65,0.059848609
,5,71,0.553589098
,217,75,0.046600992
,211,76,0.229522812
,23,83,0
,181,85,0.155546653
,1,86,0
,188,95,0.098303239
,119,119,0
,4,121,0
,36,122,0.068817486
,36,124,0.245754514
,119,126,0.006747029
,119,127,0
,129,129,0
,3,130,0.503343894
,4,136,0.025688334
,5,137,0.567372932
,160,138,0.414672141
,23,145,0
,23,146,0
,23,147,0.006747029
,13,152,0
,167,153,0
,129,154,0.345349491
,155,155,0
,129,156,0.3786297
,155,157,0.581438962
,155,158,0.435908715
,155,159,0.112538421
,160,160,0
,160,161,0.026988116
,160,162,0.006747029
,234,164,0.140623944
,167,167,0
,167,168,0.043800722
,167,169,0
,167,170,0
,4,171,0.039853963
,4,172,0.072007164
,4,173,0.088229655
,223,176,0.103677023
,177,177,0
,177,178,0.13400328
,177,179,0.024187846
,177,180,0.208817112
,181,181,0
,181,182,0.170512186
,181,183,0.157499962
,181,184,0.137742931
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.440549105
,3,194,0
,167,195,0
,129,198,0.583753699
,129,199,0.58205156
,129,200,0.013494058
,36,201,0.133312116
,202,202,0
,202,203,0.035407919
,202,204,0.006747029
,202,205,0.039853963
,202,206,0.013494058
,36,207,0.046600992
,36,208,0.123586208
,36,209,0.030934875
,1,210,0.006747029
,211,211,0
,211,212,0.339263118
,211,213,0.238541326
,211,214,0.05729478
,211,215,0.10929966
,119,216,0
,217,217,0
,217,218,0.051175962
,217,219,0.028134605
,217,220,0.006747029
,217,221,0.067621207
,217,222,0
,223,223,0
,223,224,0.006747029
,223,225,0
,223,226,0
,223,227,0.006747029
,36,228,0.170448051
,36,229,0.040482174
,188,230,0
,188,231,0.006747029
,188,232,0.030087915
,188,233,0
,234,234,0
,234,235,0.175719907
,234,236,0.140196438
,234,237,0.026988116
,234,238,0.089376144
,160,239,0.797453834
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.577073288
,4,19,0
,129,20,0.018277581
,160,21,0.834227712
,119,22,0.157278098
,23,23,0
,1,24,0
,1,25,0.015004939
,119,26,0.020919764
,1,27,0.137759836
,3,28,0.152529369
,3,29,0.103174923
,3,30,0.053852388
,3,31,0.28655619
,13,32,0
,13,33,0
,36,36,0
,177,37,0.018277581
,1,47,0.268854947
,13,51,0
,3,59,0.286018522
,4,65,0.205154507
,5,71,0.119507553
,217,75,0.005187014
,211,76,0.307331539
,23,83,0
,181,85,0.152231196
,1,86,0.003272642
,188,95,0.175394264
,119,119,0
,4,121,0.025876419
,36,122,0.228658922
,36,124,0.175585441
,119,126,0.060164545
,119,127,0.01364667
,129,129,0
,3,130,0.206765742
,4,136,0.046950997
,5,137,0.055255839
,160,138,1
,23,145,0
,23,146,0
,23,147,0
,13,152,0.003272642
,167,153,0.019922084
,129,154,0.01963585
,155,155,0
,129,156,0.003272642
,155,157,0.042120091
,155,158,0.021550222
,155,159,0.009817925
,160,160,0
,160,161,0.035262016
,160,162,0.041259274
,234,164,0.065720587
,167,167,0
,167,168,0.013090566
,167,169,0
,167,170,0.009817925
,4,171,0.250259049
,4,172,0.257145381
,4,173,0.191633217
,223,176,0.026737236
,177,177,0
,177,178,0
,177,179,0
,177,180,0.020191953
,181,181,0
,181,182,0.176266156
,181,183,0.102454481
,181,184,0.025378967
,11,185,0.006545283
,11,187,0
,188,188,0
,155,192,0
,3,193,0.038966985
,3,194,0
,167,195,0
,129,198,0.003272642
,129,199,0.003272642
,129,200,0.009187466
,36,201,0.183924714
,202,202,0
,202,203,0.003272642
,202,204,0
,202,205,0.010374028
,202,206,0
,36,207,0.035694344
,36,208,0.167495163
,36,209,0.028651609
,1,210,0.034229971
,211,211,0
,211,212,0.100901114
,211,213,0.153163683
,211,214,0.02550833
,211,215,0.068041691
,119,216,0.081243081
,217,217,0
,217,218,0.099507191
,217,219,0.008459656
,217,220,0.003272642
,217,221,0.022524424
,217,222,0
,223,223,0
,223,224,0
,223,225,0.003272642
,223,226,0
,223,227,0
,36,228,0.214561306
,36,229,0.016919312
,188,230,0.01364667
,188,231,0.04455004
,188,232,0.016363208
,188,233,0.050309878
,234,234,0
,234,235,0.016363208
,234,236,0.038847449
,234,237,0
,234,238,0.034093897
,160,239,0.157276111
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.304253946
,4,19,0
,129,20,0
,160,21,0.313946459
,119,22,0.016229698
,23,23,0
,1,24,0.040574246
,1,25,0
,119,26,0
,1,27,0.116843634
,3,28,0.152012585
,3,29,0.197740665
,3,30,0.012861732
,3,31,0.196717923
,13,32,0
,13,33,0
,36,36,0
,177,37,0.016229698
,1,47,0.03814336
,13,51,0
,3,59,0.016229698
,4,65,0.235617636
,5,71,0.209859558
,217,75,0.016229698
,211,76,0.012861732
,23,83,0
,181,85,0.008114849
,1,86,0
,188,95,0.024344548
,119,119,0
,4,121,0.032459397
,36,122,0.097401034
,36,124,0.187308386
,119,126,0
,119,127,0
,129,129,0
,3,130,1
,4,136,0
,5,137,0.368587631
,160,138,0.167041008
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0.040574246
,129,154,0
,155,155,0
,129,156,0
,155,157,0.008114849
,155,158,0.06723479
,155,159,0.07014359
,160,160,0
,160,161,0.016229698
,160,162,0.012861732
,234,164,0.020976581
,167,167,0
,167,168,0.008114849
,167,169,0
,167,170,0.02909143
,4,171,0.813801212
,4,172,0.431615084
,4,173,0.089263341
,223,176,0
,177,177,0
,177,178,0
,177,179,0
,177,180,0.008114849
,181,181,0
,181,182,0.051005091
,181,183,0.090642257
,181,184,0.012861732
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.324336748
,3,194,0
,167,195,0
,129,198,0.008114849
,129,199,0.025723463
,129,200,0
,36,201,0.020976581
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0.032459397
,36,208,0.138434008
,36,209,0.008114849
,1,210,0.099547873
,211,211,0
,211,212,0
,211,213,0
,211,214,0
,211,215,0
,119,216,0.008114849
,217,217,0
,217,218,0.060532163
,217,219,0
,217,220,0
,217,221,0.012861732
,217,222,0.024344548
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.173722541
,36,229,0.008114849
,188,230,0
,188,231,0
,188,232,0.008114849
,188,233,0
,234,234,0
,234,235,0.069293986
,234,236,0.008114849
,234,237,0
,234,238,0.016229698
,160,239,0.880140541
,1,1,0.002255329
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.272995165
,4,19,0
,129,20,0.030428573
,160,21,0.745650718
,119,22,0.089759831
,23,23,0
,1,24,0.01651336
,1,25,0.01259593
,119,26,0.019653494
,1,27,0.115967072
,3,28,0.106178754
,3,29,0.093707935
,3,30,0.02685396
,3,31,0.183688269
,13,32,0
,13,33,0
,36,36,0
,177,37,0.035875278
,1,47,0.058092104
,13,51,0.013097498
,3,59,0.13410856
,4,65,0.28265216
,5,71,0.175778296
,217,75,0.018042635
,211,76,0.07097971
,23,83,0
,181,85,0.081638623
,1,86,0.009021318
,188,95,0.232656023
,119,119,0
,4,121,0.013531976
,36,122,0.116179019
,36,124,0.228172983
,119,126,0.017106589
,119,127,0.005829942
,129,129,0
,3,130,0.111710851
,4,136,0.010340601
,5,137,0.155805236
,160,138,0.29209423
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0.004510659
,129,154,0.05263905
,155,155,0
,129,156,0.003574613
,155,157,0.074184616
,155,158,0.067781885
,155,159,0.009021318
,160,160,0
,160,161,0.019361918
,160,162,0.027012712
,234,164,0.07295997
,167,167,0
,167,168,0.031154627
,167,169,0
,167,170,0.002255329
,4,171,1
,4,172,0.261565713
,4,173,0.106966076
,223,176,0.059082985
,177,177,0
,177,178,0.032859824
,177,179,0.008085271
,177,180,0.019361918
,181,181,0
,181,182,0.134248989
,181,183,0.09586243
,181,184,0.096517524
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.05230626
,3,194,0
,167,195,0.002255329
,129,198,0.014984084
,129,199,0.008085271
,129,200,0.009021318
,36,201,0.125779651
,202,202,0
,202,203,0.105262624
,202,204,0.064346202
,202,205,0.101846018
,202,206,0.067717012
,36,207,0.048150909
,36,208,0.10282124
,36,209,0.051176865
,1,210,0.019361918
,211,211,0
,211,212,0.053465227
,211,213,0.077094779
,211,214,0.002255329
,211,215,0.050726538
,119,216,0.031906607
,217,217,0
,217,218,0.059788275
,217,219,0.01259593
,217,220,0.006765988
,217,221,0.019361918
,217,222,0.003574613
,223,223,0
,223,224,0
,223,225,0
,223,226,0.018868812
,223,227,0
,36,228,0.144053257
,36,229,0.008085271
,188,230,0.023662585
,188,231,0.011276647
,188,232,0.011276647
,188,233,0.016170543
,234,234,0
,234,235,0.152719464
,234,236,0.080009072
,234,237,0.030045336
,234,238,0.071375808
,160,239,0.235240025
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.029956658
,4,19,0
,129,20,0.014978329
,160,21,1
,119,22,0
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0
,3,28,0.089529666
,3,29,0.09469192
,3,30,0.014978329
,3,31,0.110724563
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0
,13,51,0
,3,59,0
,4,65,0
,5,71,0.11843201
,217,75,0
,211,76,0.029956658
,23,83,0
,181,85,0.014978329
,1,86,0
,188,95,0.137350155
,119,119,0
,4,121,0
,36,122,0.146508425
,36,124,0.182434687
,119,126,0
,119,127,0
,129,129,0
,3,130,0.064735261
,4,136,0
,5,137,0.435548328
,160,138,0.270579663
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.385348142
,155,155,0
,129,156,0.057027815
,155,157,0.857767587
,155,158,0.67215097
,155,159,0.083653406
,160,160,0
,160,161,0.014978329
,160,162,0.014978329
,234,164,0.184014798
,167,167,0
,167,168,0
,167,169,0
,167,170,0
,4,171,0
,4,172,0
,4,173,0.068675077
,223,176,0.053696748
,177,177,0
,177,178,0.014978329
,177,179,0
,177,180,0.02374009
,181,181,0
,181,182,0.014978329
,181,183,0
,181,184,0.014978329
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.109670249
,3,194,0
,167,195,0
,129,198,0.428561377
,129,199,0.260033914
,129,200,0
,36,201,0.114492194
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0.057027815
,36,208,0.435087419
,36,209,0.22559923
,1,210,0
,211,211,0
,211,212,0.044934987
,211,213,0.02374009
,211,214,0
,211,215,0.068675077
,119,216,0
,217,217,0
,217,218,0.029956658
,217,219,0
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.111729822
,36,229,0.083653406
,188,230,0.055426404
,188,231,0
,188,232,0.014978329
,188,233,0.02374009
,234,234,0
,234,235,0
,234,236,0.014978329
,234,237,0
,234,238,0
,160,239,0.119826633
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.293033551
,4,19,0
,129,20,0.262859072
,160,21,0.518953943
,119,22,0.044500413
,23,23,0
,1,24,0.703964539
,1,25,0.044500413
,119,26,0
,1,27,1
,3,28,0.204032725
,3,29,0.115031899
,3,30,0
,3,31,0.461305621
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0.442706451
,13,51,0.21392928
,3,59,0.568189477
,4,65,0.185563385
,5,71,0.198446549
,217,75,0
,211,76,0
,23,83,0
,181,85,0
,1,86,0
,188,95,0
,119,119,0
,4,121,0
,36,122,0
,36,124,0.115031899
,119,126,0.133501239
,119,127,0
,129,129,0
,3,130,0.19545994
,4,136,0
,5,137,0.044500413
,160,138,0.218358659
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.133501239
,155,155,0
,129,156,0
,155,157,0.351859898
,155,158,0.089000826
,155,159,0
,160,160,0
,160,161,0
,160,162,0.115031899
,234,164,0
,167,167,0
,167,168,0.439235307
,167,169,0
,167,170,0.307359485
,4,171,0.369521674
,4,172,0.406027168
,4,173,0.489504544
,223,176,0.044500413
,177,177,0
,177,178,0
,177,179,0
,177,180,0
,181,181,0
,181,182,0
,181,183,0.044500413
,181,184,0.089000826
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.070531486
,3,194,0
,167,195,0.512781456
,129,198,0
,129,199,0.070531486
,129,200,0
,36,201,0
,202,202,0
,202,203,0
,202,204,0
,202,205,0.089000826
,202,206,0
,36,207,0.164671096
,36,208,0
,36,209,0
,1,210,0.115031899
,211,211,0
,211,212,0.044500413
,211,213,0
,211,214,0
,211,215,0.044500413
,119,216,0
,217,217,0
,217,218,0
,217,219,0
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.115031899
,36,229,0
,188,230,0
,188,231,0
,188,232,0
,188,233,0
,234,234,0
,234,235,0
,234,236,0
,234,237,0
,234,238,0
,160,239,0.115031899
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.596822136
,4,19,0
,129,20,0.073365114
,160,21,1
,119,22,0.031751751
,23,23,0
,1,24,0.171213749
,1,25,0.143973319
,119,26,0.004153892
,1,27,0.369526592
,3,28,0.11835061
,3,29,0.065444097
,3,30,0.091367669
,3,31,0.233931887
,13,32,0
,13,33,0.006583763
,36,36,0
,177,37,0.028277015
,1,47,0.574123409
,13,51,0.03163068
,3,59,0.107744098
,4,65,0.24435623
,5,71,0.19523763
,217,75,0.11750535
,211,76,0.416143964
,23,83,0
,181,85,0.109488701
,1,86,0.05351945
,188,95,0.03942813
,119,119,0
,4,121,0.084572196
,36,122,0.360042798
,36,124,0.103045604
