UID,大类,小类,关注视频log2归一化
,217,220,0.040651838
,217,221,0.105947774
,217,222,0.018349755
,223,223,0
,223,224,0.010237069
,223,225,0.011734145
,223,226,0.014293412
,223,227,0.002559267
,36,228,0.501617301
,36,229,0.018738771
,188,230,0.013972145
,188,231,0.037604561
,188,232,0.100176726
,188,233,0.019411946
,234,234,0
,234,235,0.089941809
,234,236,0.097541327
,234,237,0.00661561
,234,238,0.09355189
,160,239,0.203338621
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.086354384
,4,19,0
,129,20,0.006947002
,160,21,1
,119,22,0.006947002
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0.068569448
,3,28,0.108159703
,3,29,0.141891178
,3,30,0
,3,31,0.159284795
,13,32,0
,13,33,0
,36,36,0
,177,37,0.057494257
,1,47,0.013894005
,13,51,0
,3,59,0.153326418
,4,65,0.046547971
,5,71,0.150637911
,217,75,0.024904743
,211,76,0.293578829
,23,83,0
,181,85,0.161812565
,1,86,0.013894005
,188,95,0.203969607
,119,119,0
,4,121,0
,36,122,0.078777966
,36,124,0.144435553
,119,126,0
,119,127,0
,129,129,0
,3,130,0.128587453
,4,136,0.006947002
,5,137,0.234992386
,160,138,0.460202847
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.092389631
,155,155,0
,129,156,0
,155,157,0.302492467
,155,158,0.230361282
,155,159,0.05830145
,160,160,0
,160,161,0.047982186
,160,162,0.028968479
,234,164,0.171969817
,167,167,0
,167,168,0.036971448
,167,169,0
,167,170,0.011010738
,4,171,0.02778801
,4,172,0.078205101
,4,173,0.084544499
,223,176,0.070003663
,177,177,0
,177,178,0.04391845
,177,179,0
,177,180,0.076298883
,181,181,0
,181,182,0.306489407
,181,183,0.083615328
,181,184,0.079142457
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.030024445
,3,194,0
,167,195,0
,129,198,0.006947002
,129,199,0.006947002
,129,200,0
,36,201,0.099082888
,202,202,0
,202,203,0
,202,204,0
,202,205,0.006947002
,202,206,0
,36,207,0.034735012
,36,208,0.204703771
,36,209,0.020841007
,1,210,0.011010738
,211,211,0
,211,212,0.299284886
,211,213,0.263644389
,211,214,0.020841007
,211,215,0.049809487
,119,216,0
,217,217,0
,217,218,0.073375924
,217,219,0.024904743
,217,220,0.006947002
,217,221,0.022021477
,217,222,0
,223,223,0
,223,224,0.006947002
,223,225,0
,223,226,0.011010738
,223,227,0
,36,228,0.150367492
,36,229,0.035915482
,188,230,0.034088181
,188,231,0
,188,232,0.013894005
,188,233,0.024904743
,234,234,0
,234,235,0.052692753
,234,236,0.05830145
,234,237,0.031851746
,234,238,0.066586758
,160,239,0.330283629
,1,1,0.001710012
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.288930873
,4,19,0
,129,20,0.052588642
,160,21,1
,119,22,0.045063839
,23,23,0
,1,24,0.052122972
,1,25,0.00784034
,119,26,0.004420316
,1,27,0.200828399
,3,28,0.078866026
,3,29,0.192034574
,3,30,0.021361217
,3,31,0.218986481
,13,32,0.258823192
,13,33,0.28943741
,36,36,0
,177,37,0.028231911
,1,47,0.080148568
,13,51,0.042531582
,3,59,0.07957196
,4,65,0.220373413
,5,71,0.137650064
,217,75,0.141495382
,211,76,0.17045409
,23,83,0
,181,85,0.160642207
,1,86,0.066351335
,188,95,0.461543304
,119,119,0
,4,121,0.012260657
,36,122,0.192424855
,36,124,0.169220747
,119,126,0.018297879
,119,127,0
,129,129,0
,3,130,0.210141731
,4,136,0.002710305
,5,137,0.127200246
,160,138,0.390338487
,23,145,0
,23,146,0
,23,147,0
,13,152,0.058794396
,167,153,0.028933765
,129,154,0.062067597
,155,155,0
,129,156,0
,155,157,0.056588106
,155,158,0.031330714
,155,159,0.012520584
,160,160,0.001710012
,160,161,0.070582681
,160,162,0.023191595
,234,164,0.038885294
,167,167,0
,167,168,0.032559121
,167,169,0.001710012
,167,170,0.018650912
,4,171,0.471723184
,4,172,0.212697638
,4,173,0.147277764
,223,176,0.066772857
,177,177,0
,177,178,0.019100704
,177,179,0
,177,180,0.030987483
,181,181,0
,181,182,0.096373163
,181,183,0.148471593
,181,184,0.051796295
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.10216339
,3,194,0
,167,195,0.024834625
,129,198,0.00910056
,129,199,0.020745619
,129,200,0.027422047
,36,201,0.188047728
,202,202,0
,202,203,0.026529501
,202,204,0.003420024
,202,205,0.03266867
,202,206,0.020100997
,36,207,0.02119101
,36,208,0.16030511
,36,209,0.041216908
,1,210,0.063665297
,211,211,0
,211,212,0.156750539
,211,213,0.119749158
,211,214,0.020827789
,211,215,0.056073103
,119,216,0.015390107
,217,217,0
,217,218,0.047422335
,217,219,0.023230447
,217,220,0.005130036
,217,221,0.039928825
,217,222,0.092545018
,223,223,0
,223,224,0.002710305
,223,225,0.001710012
,223,226,0.013970668
,223,227,0.014680388
,36,228,0.121560353
,36,229,0.026871546
,188,230,0.068944169
,188,231,0.005130036
,188,232,0.0090381
,188,233,0.016390399
,234,234,0
,234,235,0.032268547
,234,236,0.05791447
,234,237,0.01068403
,234,238,0.071913242
,160,239,0.360555984
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.252550269
,4,19,0
,129,20,0.014115994
,160,21,1
,119,22,0.007057997
,23,23,0
,1,24,0.006081552
,1,25,0
,119,26,0
,1,27,0.096656781
,3,28,0.143821792
,3,29,0.105515624
,3,30,0.002352666
,3,31,0.150630408
,13,32,0
,13,33,0
,36,36,0
,177,37,0.010786884
,1,47,0.045185528
,13,51,0
,3,59,0.042276804
,4,65,0.099166278
,5,71,0.363647611
,217,75,0.120023653
,211,76,0.202503976
,23,83,0
,181,85,0.095081001
,1,86,0.004705331
,188,95,0.105029998
,119,119,0
,4,121,0.007057997
,36,122,0.064792409
,36,124,0.317465886
,119,126,0.002352666
,119,127,0
,129,129,0
,3,130,0.0970819
,4,136,0.004705331
,5,137,0.276501802
,160,138,0.743354927
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.047810701
,155,155,0
,129,156,0.007057997
,155,157,0.436856488
,155,158,0.358974145
,155,159,0.078741678
,160,160,0
,160,161,0.038625717
,160,162,0.010168052
,234,164,0.132466852
,167,167,0
,167,168,0.043609591
,167,169,0
,167,170,0.006081552
,4,171,0.065697746
,4,172,0.137800509
,4,173,0.061130972
,223,176,0.03311804
,177,177,0
,177,178,0.010786884
,177,179,0.010333654
,177,180,0.041066548
,181,181,0
,181,182,0.32264668
,181,183,0.149404847
,181,184,0.064195467
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.091208943
,3,194,0
,167,195,0.002352666
,129,198,0.021573767
,129,199,0.059048353
,129,200,0.014873383
,36,201,0.209605668
,202,202,0
,202,203,0.24002271
,202,204,0.195120315
,202,205,0.153070502
,202,206,0.210111362
,36,207,0.070366424
,36,208,0.088733171
,36,209,0.039557205
,1,210,0.014873383
,211,211,0
,211,212,0.202122082
,211,213,0.295783612
,211,214,0.021712324
,211,215,0.100263115
,119,216,0
,217,217,0
,217,218,0.142496513
,217,219,0.118309135
,217,220,0.031288589
,217,221,0.089980963
,217,222,0.012163105
,223,223,0
,223,224,0
,223,225,0.008434218
,223,226,0.009410662
,223,227,0
,36,228,0.188808696
,36,229,0.002352666
,188,230,0.009410662
,188,231,0.003728887
,188,232,0.062177402
,188,233,0.006081552
,234,234,0
,234,235,0.071651201
,234,236,0.079687681
,234,237,0.009410662
,234,238,0.035113093
,160,239,0.348756561
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.205018821
,4,19,0
,129,20,0.258019967
,160,21,1
,119,22,0
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0
,3,28,0.098332138
,3,29,0
,3,30,0
,3,31,0.428950052
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0
,13,51,0
,3,59,0
,4,65,0.049166069
,5,71,0.049166069
,217,75,0
,211,76,0
,23,83,0
,181,85,0
,1,86,0
,188,95,0
,119,119,0
,4,121,0
,36,122,0
,36,124,0
,119,126,0
,119,127,0
,129,129,0
,3,130,0.176258514
,4,136,0
,5,137,0
,160,138,0.277486224
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.278890857
,155,155,0
,129,156,0
,155,157,0
,155,158,0
,155,159,0
,160,160,0
,160,161,0
,160,162,0
,234,164,0
,167,167,0
,167,168,0.049166069
,167,169,0
,167,170,0
,4,171,0
,4,172,0.127092445
,4,173,0.225424583
,223,176,0
,177,177,0
,177,178,0
,177,179,0
,177,180,0
,181,181,0
,181,182,0
,181,183,0
,181,184,0
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0
,3,194,0
,167,195,0
,129,198,0
,129,199,0.364290627
,129,200,0.138026606
,36,201,0
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0
,36,208,0.098332138
,36,209,0
,1,210,0
,211,211,0
,211,212,0
,211,213,0
,211,214,0
,211,215,0
,119,216,0
,217,217,0
,217,218,0
,217,219,0
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0
,36,229,0
,188,230,0
,188,231,0
,188,232,0
,188,233,0
,234,234,0
,234,235,0
,234,236,0
,234,237,0
,234,238,0
,160,239,0
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.104266143
,4,19,0
,129,20,0.010546346
,160,21,1
,119,22,0.007030897
,23,23,0
,1,24,0.017577244
,1,25,0.012602752
,119,26,0
,1,27,0.074980849
,3,28,0.097305262
,3,29,0.101576603
,3,30,0.007030897
,3,31,0.111243066
,13,32,0
,13,33,0
,36,36,0
,177,37,0.11274921
,1,47,0.028720953
,13,51,0.003515449
,3,59,0.022471864
,4,65,0.032642356
,5,71,0.159064406
,217,75,0.046605667
,211,76,0.100271882
,23,83,0
,181,85,0.13724444
,1,86,0
,188,95,0.050411008
,119,119,0
,4,121,0.007030897
,36,122,0.198314997
,36,124,0.401661936
,119,126,0.003515449
,119,127,0
,129,129,0
,3,130,0.111495528
,4,136,0
,5,137,0.160132679
,160,138,0.22093694
,23,145,0
,23,146,0
,23,147,0.003515449
,13,152,0.009869112
,167,153,0
,129,154,0.072882872
,155,155,0
,129,156,0.019840687
,155,157,0.084424961
,155,158,0.057815244
,155,159,0.021092692
,160,160,0
,160,161,0.186124547
,160,162,0.063220797
,234,164,0.120061758
,167,167,0
,167,168,0.011143709
,167,169,0
,167,170,0.010546346
,4,171,0.028720953
,4,172,0.067591583
,4,173,0.180564463
,223,176,0.026664547
,177,177,0
,177,178,0.023149098
,177,179,0.031311717
,177,180,0.056195532
,181,181,0
,181,182,0.156896448
,181,183,0.131416087
,181,184,0.125882546
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.109476552
,3,194,0
,167,195,0.021400164
,129,198,0.03655625
,129,199,0.03551759
,129,200,0.016118201
,36,201,0.274503096
,202,202,0
,202,203,0.185998174
,202,204,0.058914139
,202,205,0.142236895
,202,206,0.183833475
,36,207,0.101546802
,36,208,0.61591568
,36,209,0.062429587
,1,210,0.024322909
,211,211,0
,211,212,0.048354602
,211,213,0.076605358
,211,214,0.032650477
,211,215,0.050411008
,119,216,0
,217,217,0
,217,218,0.066257929
,217,219,0.023149098
,217,220,0.028393631
,217,221,0.030777358
,217,222,0.007030897
,223,223,0
,223,224,0
,223,225,0.003515449
,223,226,0
,223,227,0
,36,228,0.299987252
,36,229,0.003515449
,188,230,0.007030897
,188,231,0.050601111
,188,232,0.057079241
,188,233,0.009087303
,234,234,0
,234,235,0.036883572
,234,236,0.077320022
,234,237,0.012602752
,234,238,0.070735081
,160,239,0.215818689
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.090385612
,4,19,0
,129,20,0.045192806
,160,21,1
,119,22,0
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0
,3,28,0.115124661
,3,29,0.045192806
,3,30,0
,3,31,0.329453592
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0
,13,51,0
,3,59,0.017482964
,4,65,0
,5,71,0.118095454
,217,75,0
,211,76,0.352808017
,23,83,0
,181,85,0
,1,86,0
,188,95,0.14846276
,119,119,0
,4,121,0
,36,122,0.017482964
,36,124,0.076790726
,119,126,0
,119,127,0
,129,129,0
,3,130,0
,4,136,0
,5,137,0
,160,138,0.308780227
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.084046812
,155,155,0
,129,156,0
,155,157,0.045192806
,155,158,0.805695562
,155,159,0.267848071
,160,160,0
,160,161,0
,160,162,0.017482964
,234,164,0.210010175
,167,167,0
,167,168,0
,167,169,0
,167,170,0
,4,171,0.066563848
,4,172,0.178830067
,4,173,0.101529776
,223,176,0.120752918
,177,177,0
,177,178,0
,177,179,0
,177,180,0.017482964
,181,181,0
,181,182,0
,181,183,0
,181,184,0
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0
,3,194,0
,167,195,0
,129,198,0
,129,199,0.117143545
,129,200,0.06267577
,36,201,0.034965928
,202,202,0
,202,203,0.017482964
,202,204,0
,202,205,0.017482964
,202,206,0
,36,207,0.084046812
,36,208,0.045192806
,36,209,0.052448891
,1,210,0.052448891
,211,211,0
,211,212,0.616881466
,211,213,0.573062867
,211,214,0.093043076
,211,215,0.189720736
,119,216,0
,217,217,0
,217,218,0.027709842
,217,219,0.017482964
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.045192806
,36,229,0
,188,230,0
,188,231,0
,188,232,0
,188,233,0
,234,234,0
,234,235,0.751264468
,234,236,0.149693374
,234,237,0.74339727
,234,238,0.257783396
,160,239,0.097641697
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0
,4,19,0
,129,20,0
,160,21,1
,119,22,0
,23,23,0
,1,24,0.117214311
,1,25,0
,119,26,0
,1,27,0.302994599
,3,28,0
,3,29,0
,3,30,0
,3,31,0.185780288
,13,32,0
,13,33,0
,36,36,0
,177,37,0
,1,47,0
,13,51,0
,3,59,0
,4,65,0
,5,71,0.457943489
,217,75,0
,211,76,0
,23,83,0
,181,85,0.185780288
,1,86,0
,188,95,0.185780288
,119,119,0
,4,121,0
,36,122,0.117214311
,36,124,0.272163202
,119,126,0
,119,127,0
,129,129,0
,3,130,0
,4,136,0
,5,137,0
,160,138,0.580702707
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0
,155,155,0
,129,156,0
,155,157,0
,155,158,0.329062173
,155,159,0
,160,160,0
,160,161,0
,160,162,0
,234,164,0
,167,167,0
,167,168,0.185780288
,167,169,0
,167,170,0
,4,171,0
,4,172,0.185780288
,4,173,0.117214311
,223,176,0.117214311
,177,177,0
,177,178,0
,177,179,0
,177,180,0.185780288
,181,181,0
,181,182,0.713537763
,181,183,0.117214311
,181,184,0
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0
,3,194,0
,167,195,0
,129,198,0
,129,199,0
,129,200,0
,36,201,0
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0.117214311
,36,208,0
,36,209,0
,1,210,0
,211,211,0
,211,212,0
,211,213,0
,211,214,0
,211,215,0
,119,216,0
,217,217,0
,217,218,0
,217,219,0
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.117214311
,36,229,0
,188,230,0
,188,231,0
,188,232,0
,188,233,0
,234,234,0
,234,235,0.117214311
,234,236,0
,234,237,0.117214311
,234,238,0
,160,239,0.522709205
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.121893726
,4,19,0
,129,20,0.02677128
,160,21,1
,119,22,0.007387292
,23,23,0
,1,24,0.063801138
,1,25,0.005854291
,119,26,0.003693646
,1,27,0.217776904
,3,28,0.050969665
,3,29,0.116384661
,3,30,0.003693646
,3,31,0.203245486
,13,32,0
,13,33,0
,36,36,0
,177,37,0.034498102
,1,47,0.142391827
,13,51,0.05439344
,3,59,0.139178062
,4,65,0.090951274
,5,71,0.047673488
,217,75,0.118739825
,211,76,0.761634921
,23,83,0
,181,85,0.121476352
,1,86,0.007387292
,188,95,0.07715352
,119,119,0
,4,121,0.01693523
,36,122,0.115936155
,36,124,0.232561949
,119,126,0
,119,127,0
,129,129,0
,3,130,0.166172868
,4,136,0.003693646
,5,137,0.126467663
,160,138,0.416246304
,23,145,0
,23,146,0
,23,147,0
,13,152,0.055817297
,167,153,0
,129,154,0.007387292
,155,155,0
,129,156,0
,155,157,0.056593782
,155,158,0.020628876
,155,159,0.009547937
,160,160,0.003693646
,160,161,0.064812911
,160,162,0.076534832
,234,164,0.054716867
,167,167,0
,167,168,0.003693646
,167,169,0
,167,170,0.009547937
,4,171,0.056249869
,4,172,0.105028526
,4,173,0.108827696
,223,176,0.084023777
,177,177,0
,177,178,0.022161877
,177,179,0.019095874
,177,180,0.105784742
,181,181,0
,181,182,0.034296991
,181,183,0.097518018
,181,184,0.141375949
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.08123348
,3,194,0
,167,195,0
,129,198,0.003693646
,129,199,0.007387292
,129,200,0.007387292
,36,201,0.175322708
,202,202,0
,202,203,0.068327284
,202,204,0.007387292
,202,205,0.077983913
,202,206,0.073799403
,36,207,0.003693646
,36,208,0.13959021
,36,209,0.038104695
,1,210,0.033720342
,211,211,0
,211,212,0.379194603
,211,213,0.284323744
,211,214,0.148559779
,211,215,0.200067106
,119,216,0.017756668
,217,217,0
,217,218,0.111439197
,217,219,0.0464844
,217,220,0.061697712
,217,221,0.090508292
,217,222,0.014774585
,223,223,0
,223,224,0.007387292
,223,225,0
,223,226,0.003693646
,223,227,0
,36,228,0.182751498
,36,229,0.003693646
,188,230,0.019241878
,188,231,0.007387292
,188,232,0.01965732
,188,233,0.008576381
,234,234,0
,234,235,0.011080939
,234,236,0.070047566
,234,237,0
,234,238,0.137373872
,160,239,0.194687749
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.930684431
,4,19,0
,129,20,0.036727981
,160,21,1
,119,22,0.042639865
,23,23,0
,1,24,0
,1,25,0
,119,26,0
,1,27,0.185050544
,3,28,0.263336867
,3,29,0.274831518
,3,30,0.01836399
,3,31,0.254200788
,13,32,0
,13,33,0
,36,36,0
,177,37,0.462299914
,1,47,0.055091971
,13,51,0
,3,59,0.190844417
,4,65,0.116095826
,5,71,0.388069644
,217,75,0
,211,76,0.1250102
,23,83,0
,181,85,0.272737376
,1,86,0
,188,95,0.131668433
,119,119,0
,4,121,0.01836399
,36,122,0.201586662
,36,124,0.853215495
,119,126,0.051554239
,119,127,0
,129,129,0
,3,130,0.168396414
,4,136,0
,5,137,0.055091971
,160,138,0.161738181
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0.01836399
,155,155,0
,129,156,0
,155,157,0.01836399
,155,158,0
,155,159,0
,160,160,0
,160,161,0.113304443
,160,162,0.055091971
,234,164,0.091819952
,167,167,0
,167,168,0.036727981
,167,169,0
,167,170,0
,4,171,0.142410679
,4,172,0.01836399
,4,173,0.181512812
,223,176,0.055091971
,177,177,0
,177,178,0.299709844
,177,179,0.172480426
,177,180,0.384008217
,181,181,0
,181,182,0.17913866
,181,183,0.205670675
,181,184,0.084198207
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0.265429169
,3,194,0
,167,195,0.01836399
,129,198,0.01836399
,129,199,0
,129,200,0
,36,201,0.895060419
,202,202,0
,202,203,0.766961996
,202,204,0.52393811
,202,205,0.726946522
,202,206,0.454678729
,36,207,0.23379782
,36,208,0.365372581
,36,209,0.120926188
,1,210,0
,211,211,0
,211,212,0.01836399
,211,213,0.102562197
,211,214,0.01836399
,211,215,0.055091971
,119,216,0
,217,217,0
,217,218,0.036727981
,217,219,0.01836399
,217,220,0.036727981
,217,221,0.055091971
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.644922007
,36,229,0.047470226
,188,230,0.01836399
,188,231,0.01836399
,188,232,0.271444747
,188,233,0.036727981
,234,234,0
,234,235,0.287796089
,234,236,0.254968773
,234,237,0
,234,238,0.065834217
,160,239,0.302439
,1,1,0.002295945
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.941753243
,4,19,0
,129,20,0.019710602
,160,21,1
,119,22,0.520765956
,23,23,0
,1,24,0.035568444
,1,25,0.020449731
,119,26,0.064869099
,1,27,0.353759734
,3,28,0.270124971
,3,29,0.121084911
,3,30,0.065443913
,3,31,0.302140187
,13,32,0
,13,33,0
,36,36,0
,177,37,0.025780751
,1,47,0.179480489
,13,51,0
,3,59,0.190016896
,4,65,0.40143481
,5,71,0.10587289
,217,75,0.06008471
,211,76,0.172835777
,23,83,0
,181,85,0.110426002
,1,86,0.025357322
,188,95,0.206469495
,119,119,0
,4,121,0.030627563
,36,122,0.198157824
,36,124,0.353243798
,119,126,0.309990432
,119,127,0.016461754
,129,129,0
,3,130,0.216022304
,4,136,0.012822767
,5,137,0.040201481
,160,138,0.664981206
,23,145,0
,23,146,0
,23,147,0.00459189
,13,152,0
,167,153,0.002295945
,129,154,0.034829314
,155,155,0
,129,156,0.002295945
,155,157,0.038078163
,155,158,0.040160334
,155,159,0.011479725
,160,160,0
,160,161,0.107120727
,160,162,0.190066607
,234,164,0.06181789
,167,167,0
,167,168,0.042145879
,167,169,0
,167,170,0.002295945
,4,171,0.43419651
,4,172,0.462921695
,4,173,0.200549057
,223,176,0.0600473
,177,177,0
,177,178,0.015118712
,177,179,0
,177,180,0.029284521
,181,181,0
,181,182,0.194789605
,181,183,0.118944823
,181,184,0.035184768
,11,185,0.00918378
,11,187,0
,188,188,0
,155,192,0
,3,193,0.128710821
,3,194,0
,167,195,0.002295945
,129,198,0.016461754
,129,199,0.006887835
,129,200,0.006887835
,36,201,0.290841606
,202,202,0
,202,203,0.137520858
,202,204,0.043068806
,202,205,0.084949356
,202,206,0.083574657
,36,207,0.111187633
,36,208,0.163417827
,36,209,0.059577279
,1,210,0.061612285
,211,211,0
,211,212,0.098173521
,211,213,0.177821362
,211,214,0.018892916
,211,215,0.071010285
,119,216,0.241377112
,217,217,0
,217,218,0.109473205
,217,219,0.031190328
,217,220,0.01624798
,217,221,0.036562495
,217,222,0.00918378
,223,223,0
,223,224,0.002295945
,223,225,0.00918378
,223,226,0.007277974
,223,227,0
,36,228,0.282677139
,36,229,0.025041622
,188,230,0.034401766
,188,231,0.041503376
,188,232,0.063258312
,188,233,0.082149178
,234,234,0
,234,235,0.051816423
,234,236,0.069793845
,234,237,0.024302492
,234,238,0.058212517
,160,239,0.207213465
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.072365834
,4,19,0
,129,20,0.007503828
,160,21,0.364498708
,119,22,0.007503828
,23,23,0
,1,24,0.007503828
,1,25,0
,119,26,0
,1,27,0.079084031
,3,28,0.038794226
,3,29,0.019397113
,3,30,0
,3,31,0.06549281
,13,32,0
,13,33,0
,36,36,0
,177,37,0.007503828
,1,47,0
,13,51,0
,3,59,0
,4,65,0.074339599
,5,71,0.13236236
,217,75,0.015007655
,211,76,0.30866332
,23,83,0
,181,85,0.041908596
,1,86,0.007503828
,188,95,0.036073563
,119,119,0
,4,121,0
,36,122,0.067785249
,36,124,0.039934831
,119,126,0
,119,127,0
,129,129,0
,3,130,0.039934831
,4,136,0
,5,137,0.034404768
,160,138,0.239077434
,23,145,0
,23,146,0
,23,147,0
,13,152,0
,167,153,0
,129,154,0
,155,155,0
,129,156,0.011893285
,155,157,0.019397113
,155,158,0
,155,159,0
,160,160,0
,160,161,0
,160,162,0.007503828
,234,164,0
,167,167,0
,167,168,0.044324289
,167,169,0
,167,170,0
,4,171,0.301263033
,4,172,0.125859748
,4,173,0.276997402
,223,176,0.011893285
,177,177,0
,177,178,0
,177,179,0
,177,180,0
,181,181,0
,181,182,0.22468367
,181,183,0.156684871
,181,184,0.03001531
,11,185,0
,11,187,0
,188,188,0
,155,192,0
,3,193,0
,3,194,0
,167,195,0.007503828
,129,198,0
,129,199,0
,129,200,0
,36,201,0.019397113
,202,202,0
,202,203,0
,202,204,0
,202,205,0
,202,206,0
,36,207,0.007503828
,36,208,0.144572001
,36,209,0.032959193
,1,210,0
,211,211,0
,211,212,0.366015283
,211,213,1
,211,214,0.034404768
,211,215,0.597801951
,119,216,0
,217,217,0
,217,218,0.007503828
,217,219,0.015007655
,217,220,0
,217,221,0
,217,222,0
,223,223,0
,223,224,0
,223,225,0
,223,226,0
,223,227,0
,36,228,0.007503828
,36,229,0.011893285
,188,230,0.007503828
,188,231,0.056972489
,188,232,0
,188,233,0
,234,234,0
,234,235,0.007503828
,234,236,0
,234,237,0.015007655
,234,238,0.015007655
,160,239,0.076142876
,1,1,0
,3,3,0
,4,4,0
,5,5,0
,11,11,0
,13,13,0
,4,17,0.146579493
,4,19,0
,129,20,0.041036683
,160,21,0.776489934
,119,22,0.078623429
,23,23,0
,1,24,0.059179917
,1,25,0.007647056
,119,26,0.011389828
,1,27,0.099436211
,3,28,0.159015473
,3,29,0.509428264
,3,30,0.026681593
,3,31,0.389274085
,13,32,0
,13,33,0
,36,36,0
,177,37,0.015175443
,1,47,0.057437739
,13,51,0.006127019
,3,59,0.19621669
,4,65,0.116954895
,5,71,0.538719533
,217,75,0.075051255
,211,76,0.074973814
,23,83,0.016844866
,181,85,0.069821428
,1,86,0.005314608
,188,95,0.059681747
,119,119,0
,4,121,0.021637701
,36,122,0.14408706
,36,124,0.258508202
,119,126,0.055960738
,119,127,0.005843577
,129,129,0
,3,130,0.4090638
,4,136,0.017724462
,5,137,1
,160,138,0.293507332
,23,145,0.035032951
,23,146,0.023678553
,23,147,0.03164689
,13,152,0.001274509
,167,153,0
,129,154,0.132056099
,155,155,0
,129,156,0.06836657
,155,157,0.337863642
,155,158,0.191658572
,155,159,0.102106101
,160,160,0
,160,161,0.041859571
,160,162,0.063055501
,234,164,0.11950457
,167,167,0
,167,168,0.053811203
,167,169,0
,167,170,0.012626424
,4,171,0.139340292
,4,172,0.087183095
,4,173,0.09661076
,223,176,0.050822457
,177,177,0
,177,178,0.007118087
,177,179,0.005598049
,177,180,0.014646474
,181,181,0
,181,182,0.122601443
,181,183,0.237511748
,181,184,0.112612343
,11,185,0.010293977
,11,187,0
,188,188,0
,155,192,0
,3,193,0.396727266
,3,194,0
,167,195,0.0197843
,129,198,0.092049168
,129,199,0.37392015
,129,200,0.012499565
,36,201,0.165379714
,202,202,0
,202,203,0.131577701
,202,204,0.100232017
,202,205,0.089601077
,202,206,0.111058018
,36,207,0.064528285
,36,208,0.192574539
,36,209,0.053312366
,1,210,0.007118087
,211,211,0
,211,212,0.031431666
,211,213,0.064273656
,211,214,0.002549019
,211,215,0.024507308
,119,216,0.017195492
,217,217,0
,217,218,0.085564376
,217,219,0.058776988
,217,220,0.016949964
,217,221,0.048745378
,217,222,0.006589118
,223,223,0
,223,224,0
,223,225,0.004569068
,223,226,0.006372547
,223,227,0
,36,228,0.151855123
,36,229,0.014131075
,188,230,0.017314161
,188,231,0.012716136
,188,232,0.042821494
,188,233,0.011441627
,234,234,0
,234,235,0.044130206
,234,236,0.061947324
,234,237,0.010196074
